9,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,遮天,1,-3,-3,0.8774,0.6793
9,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,遮天,1,-3,-3,0.886,0.5128
11,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,秋菊,-1,2,1,0.6791,0.7369
13,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,三毛,1,-1,-2,1.0,0.8167
13,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,三毛,1,-1,-2,0.9858,0.8141
14,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,阳光,-3,-1,1,0.8899,0.6598
15,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,嫦娥,2,-1,2,0.7709,0.8117
17,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,泰国特产,2,-2,0,0.9331,0.448
17,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,泰国特产,2,-2,0,0.7782,0.2866
18,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,科学美国人,-2,1,1,0.8428,0.8235
18,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,科学美国人,-2,1,1,0.5714,0.7367
19,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,黄金,1,0,3,0.7285,0.8072
20,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,浴缸,2,2,0,0.9407,0.9785
20,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,浴缸,2,2,0,0.6862,0.8043
21,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,婚戒,-2,-3,-1,0.9017,0.7536
21,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,婚戒,-2,-3,-1,0.5979,0.4557
24,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,心理测试,1,0,1,0.8458,0.9239
24,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,心理测试,1,0,1,0.6228,0.6677
25,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,椰岛造型,1,-1,0,0.7508,0.775
25,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,椰岛造型,1,-1,0,0.5357,0.751
26,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,野葛根,-2,0,-1,0.8411,0.7667
